WellName,TestUsage,Date,OilRate (STB/D),WaterRate (STB/D),GasRate (MSCF/D),GasLiftRate (MSCF/D),LiquidRate (STB/D),WCUT (%),GLR (SCF/STB),FWHP (Psi),Tubing ID (Inch),FWHT (DegC),WHP Fluctuation (%),WHPFluctuation (Psi),ChokeFluctuation (%),Status,Sluggish_Predict,
WELL-132,Informational,2/12/2015,3516.094684,187.0681213,0.654656017,0,3703.162805,5.05157702,176.7829424,630.6614023,5.5,31.6319504,6.075364016,2.641719818,0.343328476,Non-sluggish,0.05,0
WELL-111,Informational,7/22/2020,1243.61384,16124.24826,4.16668437,3.783775874,17367.8621,92.83956867,239.9077299,316.6781491,7,72.0378418,5.503624719,1.201669693,0.11920929,Non-sluggish,0.04,0
WELL-107ST2,Allocation,10/6/2016,3188.230184,7453.0939,2.588405444,0,10641.32408,70.03915905,243.2409185,338.3214403,5.5,59.7133,37.77730039,8.812084198,0.011924744,Sluggish,0.94,1
WELL-103,Allocation,2/17/2016,6222.298614,767.258,36.5812955,0,6989.556614,10.9772056,5233.70759,1031.22018,5.5,42.7,1.596185225,1.134887695,0.081062317,Non-sluggish,0,0
WELL-123A,Allocation,7/11/2014,4031.355976,9356.626341,17.16931553,0,13387.98232,69.88824843,1282.442352,395.7921169,5.5,58.5564957,0.03494739,0.009536743,0.011924744,Non-sluggish,0.01,0
WELL-148,Allocation,4/4/2017,2935.265033,7440.937214,20.41300808,0,10376.20225,71.71156688,1967.290883,674.7980031,5.5,54.3564491,22.87636024,10.64336395,0.116828918,Sluggish,0.59,1
WELL-136,Allocation,9/26/2013,1991.16312,10727.37654,2.167289311,3.936052861,12718.53966,84.34440452,170.4039433,309.4797232,5.5,68.3290787,2.905157801,0.619897842,0.021461487,Non-sluggish,0.08,0
WELL-148,Allocation,7/27/2013,9904.25907,6070.672974,35.86795154,0,15974.93204,38.00124443,2245.264734,460.9413692,5.5,50.7133636,5.911654462,1.878767014,0,Non-sluggish,0,0
WELL-107ST2,Informational,5/18/2018,2670.415873,7659.926765,1.98222513,7.112751384,10330.34264,74.14978412,191.8837738,328.9830367,5.5,59.0829315,55.28926391,12.5410099,0.011917114,Sluggish,0.61,1
WELL-109,Allocation,2/14/2013,4116.820782,1295.127407,10.32028646,0,5411.948189,23.93089072,1906.944801,307.9582136,5.5,53.0136566,2.425438634,0.51499176,0.011924744,Non-sluggish,0.01,0
WELL-136,Informational,3/16/2020,708.3359817,6330.142589,2.264414977,3.774187933,7038.478571,89.93623445,321.7193821,304.6385302,5.5,63.4241219,77.18850351,16.21271133,0.088218689,Sluggish,0.95,1
WELL-111,Allocation,8/4/2013,5018.238182,15434.87037,4.573749854,3.950964493,20453.10855,75.46466754,223.6212575,322.0669475,7,72.2934341,4.509525238,1.001371384,0.019073486,Non-sluggish,0.02,0
WELL-125,Allocation,4/20/2018,2505.344087,6531.723771,1.572179567,7.059242441,9037.067858,72.27702473,173.9700965,353.7424722,5.5,47.8942604,10.9486161,2.67032814,0.021453857,Non-sluggish,0.36,0
WELL-146,Informational,8/10/2016,3574.875074,2578.154131,9.127457796,3.346092656,6153.029205,41.9005671,1483.408821,315.4332778,5.5,53.5324707,17.67232343,3.84343338,0.054840088,Sluggish,0.78,1
WELL-148,Informational,8/6/2013,10036.26902,6038.505568,37.89764687,0,16074.77459,37.56510261,2357.584964,563.9905854,5.5,50.2555885,1.226262687,0.476840973,0,Non-sluggish,0,0
WELL-132,Allocation,9/30/2013,4473.166842,75.83365944,2.94979652,0,4549.000501,1.667040033,648.4493724,619.3190217,5.5,34.0886536,0.134004296,0.057220459,0.035762787,Non-sluggish,0.02,0
WELL-125,Informational,1/21/2016,1795.841119,6399.175809,4.97133306,0,8195.016928,78.0861817,606.6287725,301.6935438,5.5,45.023,28.28835238,5.884260178,0.011917114,Sluggish,0.73,1
WELL-132,Allocation,9/28/2013,4390.107201,156.9113223,2.922407713,0,4547.018523,3.450861735,642.7085568,615.722671,5.5,34.096283,0.224653979,0.095371246,0.009536743,Non-sluggish,0.02,0
WELL-143,Informational,1/24/2014,4096.044944,3926.654071,1.479474925,2.275636366,8022.699015,48.94430246,184.4111218,447.524204,5.5,55.0888786,12.98139212,4.005493164,0.038146973,Non-sluggish,0.26,0
WELL-148,Informational,8/5/2015,3469.909211,5398.045155,1.446120029,3.269735929,8867.954366,60.87136821,163.072561,486.9545842,5.5,58.2970963,20.39539634,6.847606659,0.102519989,Sluggish,0.76,1
WELL-131,Allocation,8/9/2020,3670.827668,3391.805022,3.765428698,5.392240168,7062.63269,48.02465555,533.148029,332.994344,5.5,49.9656715,76.05712817,17.46203995,0.035766602,Sluggish,0.99,1
WELL-104,Allocation,6/24/2017,988.291194,3269.317304,1.827496603,2.094144466,4257.608498,76.78764512,429.2307768,263.4187437,7,45.1972198,207.4144014,37.6707077,0.038146973,Sluggish,1,1
WELL-123A,Allocation,9/7/2014,4023.242097,9717.532183,17.86625343,0,13740.77428,70.720412,1300.236294,391.0891872,5.5,167.7958374,9.584771888,2.584495544,0.073905945,Non-sluggish,0.06,0
WELL-116,Informational,6/10/2017,10014.58285,97.5113236,11.2796841,1.095898462,10112.09417,0.964303951,1115.464701,903.98387,5.5,34.5197296,4.66688729,2.908748627,0.178817749,Non-sluggish,0.05,0
WELL-137ST1,Allocation,12/7/2018,1103.842953,4322.733632,1.056797284,4.43115447,5426.576585,79.65857598,194.744747,295.5092816,5.5,43.9230995,95.46899842,19.45143696,0.278477477,Sluggish,1,1
WELL-107ST2,Informational,6/10/2019,1388.855528,5688.428137,1.853334065,4.726078014,7077.283665,80.37586744,261.8708183,418.7534337,5.5,61.6731491,56.31895202,16.26039696,0.014312744,Sluggish,0.99,1
WELL-105ST,Allocation,5/6/2016,9687.013238,187.6293585,71.8354949,0,9874.642597,1.900112907,7274.743789,881.0225822,5.5,25.6923809,1.098994124,0.667575836,0.505455017,Non-sluggish,0,0
WELL-131,Allocation,9/4/2014,4861.474292,2688.242147,3.560432416,4.734123696,7549.716439,35.60719358,471.5981646,304.0851987,5.5,53.0746918,19.92358379,4.177158356,0.011924744,Sluggish,0.98,1
WELL-128,Informational,6/10/2014,1743.121816,4492.986889,1.519883732,3.373404714,6236.108705,72.04792446,243.7230978,323.5884846,5.5,56.4164124,46.63588142,10.4047451,0.033378601,Sluggish,1,1
WELL-122,Informational,7/13/2018,2233.28484,9695.688041,11.31182565,2.706125456,11928.97288,81.27848171,948.2648475,538.2628602,5.5,62.7794304,25.05524151,9.298463821,0.708114624,Non-sluggish,0.23,0
WELL-129ST1,Informational,8/20/2014,2656.650635,4117.008789,1.184954401,2.495256968,6773.659424,60.77968394,174.9356333,279.7406922,5.5,49.4163475,27.83820783,5.369268417,0.343330383,Sluggish,0.98,1
WELL-131,Informational,12/11/2014,5291.661388,2833.8234,2.842465319,3.753730127,8125.484788,34.87574556,349.8210129,326.1324468,5.5,54.02,32.86973444,7.391088486,0.035766602,Sluggish,0.95,1
WELL-114,Allocation,6/16/2017,6585.955134,4799.171828,24.58538225,0,11385.12696,42.1529935,2159.429783,1040.921965,5.5,53.4599915,0.332203134,0.238418579,0.164512634,Non-sluggish,0,0
WELL-128,Informational,2/3/2015,2239.185054,4066.4674,3.01495489,5.140873886,6305.652454,64.48924088,478.1352781,342.942351,5.5,55.571,32.6702564,7.724882126,0.407699585,Sluggish,1,1
WELL-140,Allocation,11/7/2013,4164.694536,0,41.10737645,0,4164.694536,0,9870.44214,1954.256034,5.5,13.2295723,0.452992758,0.610366821,0.073913574,Non-sluggish,0.18,0
WELL-148,Allocation,11/1/2017,4356.292695,8005.853241,29.54120355,0,12362.14594,64.76103164,2389.650122,483.77308,5.5,52.8496208,10.92238929,3.643154144,0.009536743,Non-sluggish,0.03,0
WELL-122,Allocation,6/17/2019,1765.021497,7749.852863,3.896422435,3.447977496,9514.87436,81.44987069,409.5085534,320.2687171,5.5,64.7669067,55.84348034,12.33119583,0.779640198,Non-sluggish,0.24,0
WELL-109,Allocation,3/6/2018,2596.185611,396.3007074,2.027307981,5.466556644,2992.486318,13.24319196,677.4660818,257.0560702,5.5,37.1137619,10.49289478,1.859693527,0.021461487,Sluggish,0.58,1
WELL-128,Allocation,3/30/2013,2290.066398,4678.761507,2.134927257,3.948248847,6968.827905,67.13842802,306.3538498,332.1644017,5.5,58.1673889,36.77020883,8.421072006,0.019073486,Sluggish,1,1
WELL-109,Allocation,11/27/2016,3571.499831,543.0115735,5.984690942,4.976166236,4114.511405,13.19747402,1454.532593,275.8676497,5.5,42.9732208,13.53790033,2.574958801,0.009536743,Non-sluggish,0,0
WELL-136,Allocation,2/5/2014,1742.727244,11541.30687,2.105055175,4.479064379,13284.03411,86.88103908,158.4650534,300.3505296,5.5,68.6072464,4.881650998,1.010911942,0.007156372,Non-sluggish,0.24,0
WELL-150ST1,Allocation,9/10/2013,3561.984008,8889.2044,2.975210763,4.246444519,12451.18841,71.3924174,238.9499432,323.5943485,5.5,66.7353363,5.984436542,1.335187912,0.004768372,Sluggish,0.7,1
WELL-146,Informational,12/30/2017,413.3963464,741.1359932,3.923546882,4.671386028,1154.53234,64.1936105,3398.386297,329.2596198,5.5,38.269619,16.80389358,3.814754486,0.123977661,Sluggish,0.91,1
WELL-107,Informational,4/18/2016,3032.570579,5969.048277,0,4.253235425,9001.618856,66.31083111,0,429.2657894,5.5,60.7118416,28.51711291,8.4401474,0.011924744,Sluggish,0.92,1
WELL-145A,Allocation,2/13/2014,11556.27787,1181.709203,9.179391907,1.254943179,12737.98707,9.27704822,720.6312783,325.5249783,5.5,53.2043915,5.566413909,1.249332428,0.014305115,Non-sluggish,0.01,0
WELL-143,Allocation,12/11/2018,1250.968385,5042.230317,0.951349213,4.478567766,6293.198702,80.12189914,151.1710114,304.9151409,5.5,53.6202011,89.27597734,18.76859665,0.073905945,Sluggish,0.99,1
WELL-132,Allocation,3/15/2014,4596.384389,89.13177384,4.92069031,0,4685.516163,1.902282923,1050.191727,695.3955863,5.5,33.1769257,0.835433061,0.400554657,0.009536743,Non-sluggish,0,0
WELL-104,Allocation,5/5/2017,905.9534677,3249.892954,1.769413985,2.056900149,4155.846422,78.20050657,425.765008,255.534478,7,41.6952705,231.6227893,40.80834579,0.083446503,Sluggish,0.96,1
WELL-131,Allocation,7/26/2020,4224.638517,2702.594686,3.173457743,5.568368924,6927.233203,39.01405665,458.1133116,252.0764748,5.5,48.2909889,80.49823843,13.99061775,0.458244324,Sluggish,0.97,1
WELL-140,Allocation,4/28/2016,2691.875261,95.46859351,34.68375446,0,2787.343855,3.425074138,12443.29952,1902.559246,5.5,15.5794601,0.734308969,0.963241577,0.419622421,Non-sluggish,0.08,0
WELL-109,Allocation,4/11/2016,3295.213495,614.4547135,7.064386098,2.627586115,3909.668209,15.71628795,1806.901691,291.0829901,5.5,48.4435806,7.745680757,1.554513931,0.052452087,Non-sluggish,0.05,0
WELL-150ST1,Allocation,8/12/2014,646.3953062,8757.936879,0.284746811,4.331350162,9404.332185,93.12662193,30.27825957,425.4005745,5.5,65.228508,47.86367971,14.03855324,0.872627258,Sluggish,0.69,1
WELL-107ST2,Allocation,4/12/2013,5401.177279,1523.793244,2.480357404,3.3340371,6924.970523,22.00432823,358.175879,423.0413502,5.5,60.7309113,13.92884127,4.062711716,0.021453857,Sluggish,0.77,1
WELL-111,Informational,1/30/2021,2180.991428,13837.54882,4.310228288,3.401406788,16018.54025,86.38458065,269.0774703,317.7789745,7,71.80896,9.924263393,2.174411012,0.035762787,Non-sluggish,0.01,0
WELL-103,Provisional,8/21/2015,9225.150335,960.9592,38.4960157,0,10186.10954,9.434015968,3779.265829,939.84624,5.5,43.5,0.294343924,0.190734863,0.019073486,Non-sluggish,0,0
WELL-109,Allocation,11/15/2018,3845.699979,648.5940048,5.000931703,5.082541285,4494.293984,14.4314993,1112.729101,302.8403549,5.5,40.8560295,11.37297586,2.374685287,0.007156372,Non-sluggish,0.08,0
WELL-146,Informational,9/29/2020,1636.981231,1409.103249,3.25460819,4.637547372,3046.08448,46.2594934,1068.456312,379.1935867,5.5,45.0827789,29.76580716,7.782100677,0.023841858,Sluggish,0.99,1
WELL-146,Allocation,8/22/2017,759.04683,1226.468236,0.760205462,3.164284579,1985.515066,61.77078467,382.8756956,313.7733121,5.5,41.02388,25.92135438,5.607791901,0.023841858,Sluggish,0.93,1
WELL-148,Allocation,12/10/2013,8936.448508,5727.617313,25.66191056,0,14664.06582,39.05886255,1749.986046,533.5599595,5.5,53.7499046,4.044185348,1.487758636,0.011920929,Non-sluggish,0.02,0
WELL-150ST1,Informational,6/24/2019,1074.877517,6839.765777,2.398622465,5.996086224,7914.643294,86.41912873,303.0613479,478.2314681,5.5,61.5777817,6.912707518,2.279315948,0.162124634,Sluggish,0.61,1
WELL-123A,Allocation,1/25/2020,1465.153047,8589.944116,11.32485685,0,10055.09716,85.42875297,1126.280201,600.7839412,5.5,53.4103889,1.887920845,0.782024384,0.097751617,Non-sluggish,0.06,0
WELL-103,Allocation,5/3/2020,5967.737441,3649.493956,69.16720659,0,9617.231397,37.94744875,7192.00815,577.269377,5.5,37.8690796,3.162878905,1.258865356,0.183586121,Non-sluggish,0,0
WELL-150ST1,Allocation,10/28/2018,544.4779734,8867.175243,0.541017199,4.864578957,9411.653216,94.214853,57.48375833,295.2326709,5.5,64.7020569,8.995503735,1.831083298,0.078681946,Non-sluggish,0.09,0
WELL-136,Informational,1/7/2016,1493.012751,14547.0859,9.565712988,5.672211799,16040.09865,90.6919977,596.3624786,334.9507572,5.5,69.854,12.67809532,2.927879333,0,Non-sluggish,0.05,0
WELL-140,Allocation,7/17/2016,3750.146297,93.82873802,39.13963582,0,3843.975035,2.440929953,10182.07337,1737.124503,5.5,19.6269093,1.648281403,1.974151611,0.622280121,Non-sluggish,0,0
WELL-114,Allocation,9/12/2016,8679.477075,4426.755858,9.335491396,0,13106.23293,33.77595897,712.2940241,423.3180711,5.5,62.8519096,3.169516981,0.925077438,0.023841858,Non-sluggish,0.08,0
WELL-146,Allocation,11/7/2020,2355.297478,2097.71353,3.093688278,8.376438263,4453.011008,47.10775532,694.7407658,340.0486964,5.5,48.1536598,7.8099515,1.83108139,0.054836273,Non-sluggish,0.5,0
WELL-146,Allocation,4/19/2019,1736.35416,1734.540862,0.09412793,4.265178691,3470.895022,49.97387852,27.11920971,355.5406476,5.5,48.98909,57.88982222,14.19089127,0.054832458,Sluggish,0.96,1
WELL-123A,Informational,12/7/2016,822.4656092,10252.52249,11.74130668,0,11074.9881,92.57366598,1060.164271,524.845695,5.5,60.0595093,13.3354487,4.825668335,0.267028809,Non-sluggish,0.22,0
WELL-111,Informational,6/4/2014,2526.589965,15366.27176,2.30889861,3.013206361,17892.86173,85.87934114,129.0402086,301.4571101,7,72.1675415,3.028355624,0.629434586,0.011917114,Non-sluggish,0.1,0
WELL-148,Allocation,5/2/2017,2359.024339,5607.750524,15.62838567,2.501684519,7966.774863,70.38921798,1961.695409,981.1849693,5.5,51.1062813,7.556326248,5.111869812,0.314714432,Non-sluggish,0.03,0
WELL-128,Allocation,4/17/2016,1724.898683,3707.521343,2.996401641,4.576001023,5432.420026,68.24806118,551.5776812,356.3705608,5.5,55.0240402,44.24780189,10.87205696,0.057220459,Sluggish,1,1
WELL-143,Informational,12/17/2015,3083.616128,6568.2316,8.369095364,3.700931119,9651.847728,68.05154604,867.0977413,320.6500104,5.5,50.253,1.854945721,0.4100914,0.004768372,Non-sluggish,0.14,0
WELL-143,Allocation,1/1/2016,6953.118526,10872.4232,54.69845375,0,17825.54173,60.9935079,3068.543699,571.0581174,5.5,45.834,0.605557636,0.238426208,0.030990601,Non-sluggish,0.24,0
WELL-107ST2,Allocation,3/11/2014,4093.338033,6132.834042,1.739670706,3.161521756,10226.17208,59.97194255,170.1194438,422.7647119,5.5,61.4595261,23.39354968,6.818880081,0.069145203,Sluggish,0.9,1
WELL-132,Allocation,9/11/2015,4463.268899,242.7554,5.059974403,0,4706.024299,5.158396655,1075.212128,575.4527688,5.5,32.943,10.35990861,4.110397339,0.152591705,Non-sluggish,0.01,0
WELL-132,Allocation,11/2/2019,1920.650663,1389.793574,2.668827286,4.287275209,3310.444237,41.98208683,806.184033,663.4435611,5.5,32.5894508,27.06196262,12.37888336,0.004768372,Sluggish,0.91,1
WELL-128,Allocation,3/27/2018,987.3491018,3286.659651,1.010813866,4.943439993,4274.008753,76.89875808,236.502526,290.806407,5.5,50.1068115,49.41971512,9.908830643,0.028610229,Sluggish,1,1
WELL-107ST2,Allocation,1/6/2020,2577.607716,5922.788198,3.33019192,4.411198078,8500.395914,69.67661575,391.7690368,384.5881388,5.5,60.9674187,68.11967726,18.06286621,0.016693115,Sluggish,0.99,1
WELL-131,Allocation,12/12/2017,4394.599686,2619.636427,3.047694673,3.865271718,7014.236113,37.34742294,434.5012948,334.2392138,5.5,52.5330009,29.29978075,6.752117157,0.329025269,Sluggish,0.81,1
WELL-137ST1,Informational,9/26/2018,721.599294,5038.995228,1.160464535,5.044842843,5760.594522,87.47352741,201.4487447,318.8856101,5.5,46.90242,82.02478682,18.03425598,0.059608459,Sluggish,0.98,1
WELL-132,Allocation,11/22/2016,3513.423368,336.0860467,3.290294613,0,3849.509415,8.730620204,854.7308913,546.1470998,5.5,30.0335693,2.431368181,0.915542603,0.024795532,Non-sluggish,0,0
WELL-103,Allocation,6/17/2016,6492.848942,1858.59392,42.98800403,0,8351.442862,22.25476425,5147.3745,1066.787841,5.5,41.6189804,2.087546615,1.535438538,0.112056732,Non-sluggish,0,0
WELL-107ST2,Allocation,7/14/2015,2920.472047,7476.3632,1.58847999,5.039315872,10396.83525,71.90999013,152.7849535,408.5140308,5.5,61.31,12.86663962,3.624017715,0,Non-sluggish,0.33,0
WELL-122,Allocation,5/17/2017,2191.094644,7137.995807,2.515072759,4.022715134,9329.090451,76.51330904,269.5946376,589.9950024,5.5,63.8857117,6.611339218,2.689403534,0.374328613,Non-sluggish,0.16,0
WELL-146,Informational,7/31/2019,7474.567628,1837.14764,14.07445927,0.004312592,9311.715268,19.72942242,1511.478698,448.7690463,5.5,54.2915993,2.065108491,0.638975143,0.023841858,Non-sluggish,0.03,0
WELL-123A,Informational,11/16/2015,1294.394433,8463.7362,10.6510007,0,9758.130633,86.73522131,1091.500114,747.4098216,5.5,55.838,0.259090282,0.133514404,0.030994415,Non-sluggish,0.11,0
WELL-146,Allocation,9/24/2015,2837.608686,2063.4209,3.125731213,3.445627027,4901.029586,42.1017842,637.7703211,299.866065,5.5,51.875,36.07246002,7.45798111,0.009536743,Sluggish,1,1
WELL-111,Allocation,4/12/2017,2325.337122,7693.754707,2.124042658,2.382496303,10019.09183,76.79093912,211.9995199,418.3460002,7,71.1032333,25.45959155,7.343536377,0.026226044,Sluggish,0.6,1
WELL-107ST2,Informational,6/12/2019,1712.47621,5462.961883,2.024646104,4.756674891,7175.438093,76.13419295,282.1634133,282.9221399,5.5,59.8687706,82.81994627,16.15548782,0.014312744,Sluggish,0.99,1
WELL-146,Allocation,6/19/2019,1526.179302,2320.987616,2.933086792,4.925171809,3847.166918,60.32978723,762.4017503,345.9965525,5.5,50.8545113,46.57390774,11.11047554,0.014305115,Sluggish,0.88,1
WELL-136,Allocation,7/8/2018,873.9931471,8987.729508,0.796206482,5.167985202,9861.722655,91.13752052,80.73705881,332.302665,5.5,65.5756531,67.84881656,15.54512787,0.038146973,Sluggish,0.86,1
WELL-103,Allocation,4/27/2020,7089.952764,2623.155757,69.44992231,0,9713.108521,27.00634664,7150.123172,582.1105975,5.5,37.8614502,1.520773375,0.610363007,0.140670776,Non-sluggish,0,0
WELL-146,Allocation,5/20/2019,1637.276562,1794.529723,0.320357102,4.575722092,3431.806285,52.2911136,93.34941293,293.5728705,5.5,48.3024406,79.53257616,16.09826851,0.011924744,Sluggish,1,1
WELL-111,Allocation,7/18/2016,4283.327654,12510.7011,4.687592706,2.730274089,16794.02875,74.49493676,279.1225843,343.7895064,7,71.3206635,10.4208575,2.470098495,0.069141388,Non-sluggish,0.01,0
WELL-122,Allocation,1/4/2018,4020.746496,7847.237936,25.91448855,0.007660006,11867.98443,66.12106698,2183.562735,818.7780843,5.5,56.1074219,20.30609258,11.46332932,0.143051147,Non-sluggish,0.15,0
WELL-122,Allocation,2/15/2014,4023.683396,12776.97868,4.029796871,4.884754686,16800.66208,76.05044743,239.8594087,350.8377454,5.5,67.1473236,10.25074129,2.479589462,0.004768372,Non-sluggish,0.04,0
WELL-148,Informational,5/25/2018,3474.83853,10821.81594,21.55617856,0,14296.65447,75.69474357,1507.777823,519.5989222,5.5,57.8774681,8.438925594,3.023246765,0.085834503,Non-sluggish,0.14,0
WELL-111,Allocation,2/16/2020,3463.528832,12719.24455,4.37537646,3.467433413,16182.77338,78.59743352,270.372473,339.5016174,7,70.9925919,5.378086598,1.258890152,0.021457672,Non-sluggish,0.04,0
WELL-143,Allocation,5/5/2018,1242.905761,3893.513605,0.889192691,3.706941571,5136.419366,75.80209729,173.1152828,293.8494536,5.5,51.8463402,73.38540428,14.86800766,0.076293945,Sluggish,0.99,1
WELL-131,Allocation,11/5/2019,4637.131323,2274.010506,4.465507715,4.572610812,6911.141829,32.90354275,646.131685,304.3618093,5.5,50.1792908,73.94111775,15.51652145,0.221733093,Sluggish,0.94,1
WELL-143,Allocation,4/11/2014,5461.171572,5063.660284,27.6025707,0,10524.83186,48.11155516,2622.613936,1025.706652,5.5,47.478447,6.392101398,4.520484924,0.061988831,Non-sluggish,0.02,0
WELL-101,Informational,12/29/2017,6083.819551,55.21742,31.39946196,0,6139.036971,0.899447589,5114.721105,1492.40187,5.5,33.0891914,0.101950366,0.104904175,0.224117279,Non-sluggish,0,0
WELL-107ST2,Allocation,3/14/2020,3824.854397,5216.529737,2.848742757,5.028732167,9041.384134,57.69614099,315.0781689,352.3592274,5.5,60.5363503,64.14383724,15.58327675,0.021461487,Sluggish,0.95,1
WELL-101,Allocation,9/2/2019,4151.974782,0,42.54912728,0,4151.974782,0,10247.92527,1384.37317,5.5,27.2106495,2.298074503,2.193489075,0.624670029,Non-sluggish,0,0
WELL-128,Allocation,2/27/2019,1136.177532,3112.69207,0.35269709,4.756014396,4248.869602,73.25929863,83.00962916,273.7928637,5.5,47.8828087,140.0424286,26.43625641,0.123977661,Sluggish,1,1
WELL-111,Allocation,12/15/2020,2371.09727,13405.82033,3.29394995,3.463086394,15776.9176,84.97109936,208.7828582,338.8038251,7,71.740303,10.77814672,2.517738342,0.076293945,Non-sluggish,0.11,0
WELL-104,Allocation,4/2/2018,1013.049415,3908.249226,1.072917012,2.136263178,4921.298641,79.41499818,218.015018,534.8048294,7,41.8821983,103.8692198,38.30014229,0.040531158,Sluggish,0.93,1
WELL-140,Allocation,10/4/2016,4157.925686,118.0179873,42.22472508,0,4275.943673,2.760045415,9874.948855,1609.865255,5.5,25.9784908,1.048267514,1.163536072,0.405317307,Non-sluggish,0,0
WELL-114,Allocation,8/5/2016,8037.784117,3563.986357,11.06952721,0,11601.77047,30.71933172,954.1239619,617.3825555,5.5,60.2388,0.604919707,0.25749588,0.014305115,Non-sluggish,0.03,0
WELL-140,Allocation,4/25/2014,7348.556444,66.61486904,17.97772055,0,7415.171313,0.898359137,2424.451141,1385.203085,5.5,36.8238373,1.308104341,1.249320984,0.030996323,Non-sluggish,0,0
WELL-131,Informational,12/22/2014,4471.603837,2840.1124,2.587898473,3.964597733,7311.716237,38.84330721,353.9385815,318.285891,5.5,53.441,10.6907043,2.346075058,0,Sluggish,0.9,1
WELL-109,Allocation,5/11/2016,3713.757828,533.2220042,10.66489645,5.162017018,4246.979832,12.55532226,2511.171908,284.1670112,5.5,41.9890099,6.181844919,1.211183548,0.281341553,Non-sluggish,0.06,0
WELL-131,Allocation,4/15/2018,4112.389741,2479.685449,3.004232294,4.131657397,6592.07519,37.61615846,455.7339241,326.0781997,5.5,50.9308014,41.52879149,9.336610794,0.219345093,Sluggish,0.91,1
WELL-141,Informational,6/29/2015,6942.141328,52.1987,22.70121898,0,6994.340028,0.746299147,3245.655614,1108.684976,5.5,39.574,1.247635214,0.953704834,0.019073486,Non-sluggish,0,0
WELL-145A,Informational,3/10/2019,4668.984479,5803.50678,33.08364256,0,10472.49126,55.4166782,3159.099563,415.710387,5.5,52.0065613,4.425359243,1.268404007,0.069137573,Non-sluggish,0.03,0
WELL-146,Allocation,1/12/2016,2233.616271,2157.7559,4.975924394,4.818553088,4391.372171,49.13625664,1133.113797,311.2950594,5.5,52.284,22.83953789,4.902050018,0.040527344,Sluggish,0.83,1
WELL-111,Informational,10/29/2020,1868.720126,11486.90226,3.529367097,3.4891892,13355.62239,86.0079892,264.2607731,376.9804548,7,70.8247528,27.48219184,7.143127441,0.033378601,Sluggish,0.8,1
WELL-137ST1,Allocation,9/16/2015,2029.509103,6871.9903,2.861691399,3.95060958,8901.499403,77.20036804,321.4841983,308.6553678,5.5,65.892,23.707095,5.045106888,0.021453857,Sluggish,0.89,1
WELL-143,Allocation,9/4/2015,2588.204807,5496.586,5.286415589,4.600022193,8084.790807,67.98674364,653.8716604,461.22084,5.5,48,2.459256154,0.782043457,0.042915344,Non-sluggish,0.49,0
WELL-105ST,Informational,2/1/2015,8788.686503,127.0378,40.34373361,0,8915.724303,1.424873579,4525.009101,1286.472556,5.5,25.731,2.408438637,2.136260986,0.557910919,Non-sluggish,0,0
WELL-107,Allocation,7/11/2016,3586.706444,5947.197994,0,4.221317834,9533.904438,62.37945883,0,339.9103215,5.5,60.5401611,71.05070516,16.65140724,0.016693115,Sluggish,0.69,1
WELL-109,Allocation,11/12/2018,3958.777583,525.3228975,4.998684227,5.044016258,4484.100481,11.71523475,1114.757408,302.2870523,5.5,40.8674812,10.93620861,2.279315948,0.004768372,Non-sluggish,0.04,0
WELL-105ST,Allocation,1/17/2013,10358.07765,96.87753327,10.79378086,0,10454.95518,0.926618351,1032.408142,783.2295997,5.5,46.3187599,0.088300427,0.047683716,0.035766602,Non-sluggish,0.03,0
WELL-128,Allocation,11/13/2015,1364.099508,3670.2604,0.779375613,4.368184719,5034.359908,72.9042116,154.8112625,344.8133412,5.5,54.661,37.54743427,8.926527023,0.004776001,Sluggish,1,1
WELL-137ST1,Informational,6/4/2018,1137.730726,5719.941846,0.026324506,3.771020094,6857.672572,83.40937521,3.838693919,308.9264467,5.5,51.6937485,22.29783875,4.749370575,0.076293945,Sluggish,0.8,1
WELL-148,Informational,1/20/2020,1680.264141,19150.21842,25.28482817,0,20830.48256,91.93362834,1213.83785,408.5250464,5.5,60.353241,2.336300255,0.658060074,0.009536743,Non-sluggish,0.01,0
WELL-125,Informational,9/16/2018,1604.139507,6792.466233,0.034853307,5.71848123,8396.60574,80.89538134,4.150880496,377.2570365,5.5,48.2261391,20.93569302,5.44556427,0.019073486,Sluggish,0.93,1
WELL-104,Allocation,2/28/2017,816.911919,3938.822119,1.328509386,2.030069392,4755.734038,82.82259032,279.348966,238.1059766,7,48.2490311,243.2903491,39.94048882,0.495918274,Sluggish,0.97,1
WELL-123A,Allocation,8/20/2016,1267.294755,8662.091045,11.88968334,0,9929.3858,87.23692703,1197.423847,675.0624146,5.5,57.8660316,10.73682509,4.997329712,0.837341309,Non-sluggish,0.05,0
WELL-148,Allocation,9/21/2019,3341.907685,10753.32864,40.89149394,0,14095.23633,76.29051682,2901.086083,468.9725584,5.5,52.8229218,3.627892411,1.173059464,0.011920929,Non-sluggish,0.02,0
WELL-129ST1,Allocation,5/18/2014,3395.35928,4724.91833,1.450746538,3.964001687,8120.27761,58.18666007,178.6572587,303.670242,5.5,50.0114441,41.6780319,8.726249695,0.257492065,Sluggish,0.91,1
